customer_id,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score
C102575,29,1970-02-13,Mass,US,0,Low,0.162
C100497,58,1970-02-13,Mass,SG,1,Medium,0.271
C102542,77,1970-02-13,Affluent,US,1,Medium,0.445
C104481,27,1970-02-13,Mass,SG,1,Low,0.127
C105221,57,1970-02-13,SME,AE,0,Medium,0.349
C102463,21,1970-02-13,Mass,US,1,Medium,0.45
C100721,19,1970-02-13,Mass,US,1,Low,0.192
C101086,77,1970-02-13,Mass,IN,0,Low,0.365
C101025,28,1970-02-13,Mass,US,1,Low,0.284
C101357,36,1970-02-13,SME,SG,1,Low,0.33
C103256,53,1970-02-13,Mass,SG,1,Low,0.004
C102812,28,1970-02-13,Mass,AE,1,High,0.197
C103398,21,1970-02-13,Mass,US,1,Low,0.151
C104811,64,1970-02-13,Mass,IN,1,Low,0.077
C104832,22,1970-02-13,Affluent,AE,1,Low,0.124
C102892,73,1970-02-13,Mass,US,1,Low,0.107
C103407,58,1970-02-13,Mass,SG,1,Low,0.138
C102957,66,1970-02-13,Affluent,US,0,Low,0.242
C104751,52,1970-02-13,Mass,UK,1,Low,0.276
C100336,42,1970-02-14,Mass,UK,1,Low,0.235
C105257,68,1970-02-14,Mass,US,1,Low,0.214
C101964,45,1970-02-14,Affluent,AE,1,High,0.275
C103557,19,1970-02-14,Mass,US,1,Medium,0.184
C101561,32,1970-02-14,Mass,UK,0,Medium,0.014
C101738,74,1970-02-14,Affluent,IN,1,Medium,0.369
C104362,43,1970-02-14,Affluent,US,1,High,0.199
C102439,46,1970-02-14,Mass,AE,1,Medium,0.128
C102018,75,1970-02-14,Mass,AE,1,Low,0.175
C103096,31,1970-02-14,Mass,CA,1,Low,0.076
C100724,42,1970-02-14,Affluent,US,0,Low,0.057
C100765,52,1970-02-14,Mass,UK,1,Medium,0.151
C100286,55,1970-02-14,Mass,US,0,Medium,0.242
C100307,40,1970-02-14,Mass,AE,0,Low,0.191
C105210,26,1970-02-14,Mass,US,0,Low,0.223
C104668,27,1970-02-14,SME,UK,1,Low,0.198
C105435,29,1970-02-14,Mass,CA,1,Low,0.112
C101730,58,1970-02-14,Mass,US,1,Low,0.204
C104409,62,1970-02-14,Mass,US,0,Medium,0.177
C105085,60,1970-02-14,SME,US,1,Medium,0.15
C101471,38,1970-02-14,Mass,SG,1,Low,0.03
C100071,48,1970-02-14,Mass,US,1,Low,0.005
C101566,37,1970-02-14,SME,SG,1,Medium,0.37
C100711,66,1970-02-14,Mass,IN,1,Low,0.023
C103710,68,1970-02-15,Mass,IN,1,Low,0.138
C101020,42,1970-02-15,Mass,AE,0,Medium,0.027
C101345,45,1970-02-15,Mass,US,0,Low,0.274
C104998,63,1970-02-15,Mass,UK,1,Low,0.192
C103158,68,1970-02-15,Affluent,US,1,Medium,0.069
C100737,19,1970-02-15,Mass,CA,1,Medium,0.209
C105400,69,1970-02-15,SME,US,1,Low,0.121
C102432,59,1970-02-15,Mass,IN,1,Medium,0.109
C105803,27,1970-02-15,Mass,US,0,Low,0.04
C105570,43,1970-02-15,Mass,US,0,Low,0.272
C101235,32,1970-02-15,Mass,UK,0,Low,0.136
C102259,71,1970-02-15,Affluent,AE,1,Medium,0.202
C105479,27,1970-02-15,Mass,US,1,Low,0.426
C104379,45,1970-02-15,Mass,US,0,Low,0.163
C103950,56,1970-02-15,Mass,IN,1,Low,0.22
C105488,69,1970-02-15,Mass,US,0,Low,0.181
C100978,30,1970-02-15,Mass,AE,0,Low,0.379
C104623,37,1970-02-15,Mass,UK,0,Low,0.212
C105108,48,1970-02-15,Mass,IN,0,Medium,0.167
C102022,35,1970-02-15,Mass,AE,1,Low,0.125
C103520,35,1970-02-15,Mass,US,1,Medium,0.13
C105281,51,1970-02-15,Mass,US,1,Low,0.023
C100344,72,1970-02-15,Mass,US,1,High,0.163
C104999,56,1970-02-15,Affluent,US,0,Medium,0.145
C100911,67,1970-02-16,Affluent,US,0,Low,0.137
C102436,27,1970-02-16,Mass,US,1,Low,0.189
C100047,42,1970-02-16,Mass,US,0,Low,0.446
C104080,60,1970-02-16,Mass,US,1,Low,0.325
C105195,51,1970-02-16,Mass,US,1,Low,0.114
C100443,27,1970-02-16,Mass,UK,0,Low,0.286
C103592,45,1970-02-16,Mass,IN,1,Low,0.175
C103130,22,1970-02-16,Mass,UK,1,Low,0.256
C102486,32,1970-02-16,Affluent,US,0,Low,0.314
C105708,43,1970-02-16,Mass,US,0,Low,0.212
C101893,43,1970-02-16,Mass,AE,1,Low,0.224
C103017,48,1970-02-16,Mass,US,1,Medium,0.127
C101220,42,1970-02-16,Affluent,IN,0,Medium,0.161
C103830,32,1970-02-16,Mass,AE,1,Low,0.079
C102268,69,1970-02-16,Mass,UK,1,Low,0.237
C101055,30,1970-02-16,Mass,SG,1,Low,0.422
C100848,30,1970-02-16,Mass,US,1,Low,0.338
C103892,71,1970-02-16,Affluent,US,1,Low,0.083
C105846,52,1970-02-16,Mass,US,1,Medium,0.044
C103877,37,1970-02-16,Mass,UK,1,Low,0.314
C102742,34,1970-02-16,Affluent,US,1,High,0.021
C105606,25,1970-02-16,Affluent,IN,1,Low,0.22
C104280,56,1970-02-16,Mass,AE,1,Low,0.22
C101328,47,1970-02-16,SME,US,1,High,0.071
C102874,24,1970-02-17,Mass,US,1,Low,0.243
C104630,34,1970-02-17,Mass,SG,0,Low,0.251
C100776,37,1970-02-17,Affluent,CA,1,Low,0.126
C105676,46,1970-02-17,Mass,US,0,Low,0.394
C100183,38,1970-02-17,Mass,US,1,Medium,0.072
C103129,61,1970-02-17,Mass,AE,0,Low,0.027
C104098,55,1970-02-17,Mass,US,1,Low,0.546
C101193,19,1970-02-17,Mass,US,1,Medium,0.201
C103648,33,1970-02-17,Affluent,SG,1,Low,0.099
C100734,26,1970-02-17,Affluent,US,1,Low,0.138
C101835,27,1970-02-17,Mass,US,1,Low,0.083
C102272,73,1970-02-17,Mass,UK,1,Low,0.546
C103793,29,1970-02-17,Mass,IN,1,Low,0.306
C100485,56,1970-02-17,Mass,AE,1,High,0.144
C101163,40,1970-02-17,SME,IN,1,Low,0.057
C100452,52,1970-02-17,Mass,US,0,Medium,0.094
C102298,58,1970-02-17,Mass,UK,0,Low,0.399
C104594,63,1970-02-17,Mass,AE,1,Low,0.53
C100030,40,1970-02-17,Mass,US,1,Low,0.13
C100789,30,1970-02-17,Affluent,IN,0,Low,0.151
C105098,68,1970-02-17,Mass,CA,1,High,0.247
C101965,65,1970-02-17,Mass,US,1,Low,0.005
C101109,26,1970-02-17,Mass,UK,0,Medium,0.372
C100100,46,1970-02-17,Mass,UK,1,Low,0.272
C103970,29,1970-02-18,Mass,IN,1,Medium,0.102
C103012,35,1970-02-18,Mass,US,1,Low,0.364
C103167,43,1970-02-18,Mass,UK,0,Medium,0.287
C104724,77,1970-02-18,Mass,UK,0,Medium,0.002
C101770,42,1970-02-18,SME,UK,0,Medium,0.146
C101919,68,1970-02-18,SME,US,0,Low,0.23
C103755,27,1970-02-18,Mass,UK,0,Low,0.182
C104541,21,1970-02-18,Affluent,IN,0,Medium,0.081
C100861,31,1970-02-18,Mass,IN,1,Low,0.358
C101501,52,1970-02-18,Mass,SG,1,Medium,0.325
C100903,27,1970-02-18,Affluent,IN,1,Medium,0.053
C105055,64,1970-02-18,Affluent,SG,1,Medium,0.187
C100109,25,1970-02-18,Mass,US,1,Low,0.187
C105368,38,1970-02-18,Mass,IN,0,Low,0.171
C105872,54,1970-02-18,Mass,CA,1,Medium,0.244
C105034,24,1970-02-18,Mass,CA,1,Medium,0.175
C104397,27,1970-02-18,Mass,US,0,Low,0.284
C101926,70,1970-02-18,Mass,US,1,Medium,0.065
C102133,25,1970-02-18,Mass,IN,1,Medium,0.265
C103525,50,1970-02-18,Mass,IN,1,Low,0.082
C105861,75,1970-02-18,Affluent,US,1,Low,0.066
C104650,72,1970-02-18,SME,US,1,Medium,0.0
C103671,70,1970-02-18,Mass,AE,0,Low,0.14
C104393,32,1970-02-18,Mass,US,0,Low,0.083
C103045,54,1970-02-19,Mass,US,1,Medium,0.113
C105546,70,1970-02-19,Mass,IN,0,Medium,0.252
C105160,41,1970-02-19,Affluent,AE,0,Low,0.246
C105638,31,1970-02-19,Mass,US,0,Medium,0.17
C103886,25,1970-02-19,Mass,US,0,Low,0.317
C101094,20,1970-02-19,Mass,CA,0,Low,0.108
C101121,44,1970-02-19,Mass,US,1,Low,0.197
C102516,45,1970-02-19,Mass,IN,1,Low,0.157
C102210,53,1970-02-19,Mass,US,1,Medium,0.379
C100809,52,1970-02-19,Mass,IN,0,Low,0.252
C104252,24,1970-02-19,Mass,US,0,Low,0.148
C103274,26,1970-02-19,Mass,IN,1,Low,0.166
C105907,47,1970-02-19,Mass,IN,0,High,0.13
C104343,25,1970-02-19,Mass,US,1,Low,0.148
C105845,19,1970-02-19,Mass,CA,1,Low,0.111
C105503,72,1970-02-19,Mass,SG,1,Medium,0.404
C105653,74,1970-02-19,Mass,UK,0,Low,0.06
C103944,71,1970-02-19,Mass,IN,0,Low,0.034
C105039,71,1970-02-19,Mass,IN,0,Low,0.075
C102543,22,1970-02-19,Affluent,US,0,Medium,0.352
C101773,33,1970-02-19,Affluent,UK,0,Low,0.246
C102846,25,1970-02-19,Mass,IN,1,Low,0.145
C105799,49,1970-02-19,Affluent,US,1,High,0.184
C101765,69,1970-02-19,Affluent,US,0,High,0.113
C103897,51,1970-02-20,Mass,US,1,Low,0.438
C105628,71,1970-02-20,Affluent,IN,1,Low,0.233
C101756,19,1970-02-20,Affluent,AE,1,Low,0.159
C102346,67,1970-02-20,Mass,US,0,Low,0.148
C102996,67,1970-02-20,Affluent,CA,1,Low,0.006
C101595,62,1970-02-20,Mass,UK,1,Low,0.261
C105966,39,1970-02-20,Mass,IN,1,Medium,0.207
C103252,19,1970-02-20,Mass,UK,1,Low,0.454
C100829,34,1970-02-20,Mass,US,0,Low,0.115
C105864,74,1970-02-20,Mass,UK,0,Low,0.133
C101858,68,1970-02-20,SME,UK,1,Low,0.154
C100438,34,1970-02-20,Mass,IN,0,Medium,0.349
C100627,53,1970-02-20,Mass,US,1,Low,0.222
C105978,43,1970-02-20,Mass,IN,1,Low,0.215
C102879,31,1970-02-20,Mass,US,1,Low,0.409
C100925,20,1970-02-20,Mass,AE,1,Low,0.042
C104121,46,1970-02-20,Affluent,SG,1,Low,0.015
C104874,57,1970-02-20,Mass,US,1,High,0.12
C105736,72,1970-02-20,Mass,SG,1,Low,0.076
C102865,19,1970-02-20,Mass,US,1,Low,0.129
C105951,30,1970-02-20,Mass,IN,0,Low,0.042
C101173,23,1970-02-20,Affluent,US,1,Low,0.22
C103360,24,1970-02-20,Affluent,US,1,Low,0.08
C103197,40,1970-02-20,Mass,IN,1,Low,0.088
C100944,60,1970-02-21,Mass,UK,0,Low,0.144
C104769,23,1970-02-21,Mass,IN,1,Low,0.389
C102288,67,1970-02-21,Mass,UK,0,Medium,0.042
C100012,76,1970-02-21,Affluent,US,0,Low,0.022
C101117,62,1970-02-21,Affluent,US,0,Low,0.042
C104365,25,1970-02-21,Mass,US,1,Medium,0.106
C103655,39,1970-02-21,Mass,US,0,Low,0.15
C105695,18,1970-02-21,SME,CA,1,Medium,0.038
C100642,41,1970-02-21,Mass,US,1,Low,0.14
C102589,58,1970-02-21,Affluent,SG,0,Low,0.134
C104707,59,1970-02-21,Affluent,SG,0,Medium,0.068
C102678,55,1970-02-21,Mass,IN,1,Low,0.23
C104292,72,1970-02-21,Affluent,CA,0,Low,0.213
C105079,61,1970-02-21,Mass,US,1,Low,0.15
C105487,71,1970-02-21,Mass,US,1,Low,0.215
C102922,68,1970-02-21,Mass,US,0,Medium,0.223
C102535,74,1970-02-21,Mass,US,1,Low,0.305
C104765,62,1970-02-21,Mass,UK,1,Low,0.124
C102264,63,1970-02-21,Mass,IN,1,Low,0.194
C100653,65,1970-02-21,Mass,UK,1,Low,0.025
C100429,57,1970-02-21,Mass,AE,1,Medium,0.179
C103750,39,1970-02-21,Affluent,US,0,Low,0.315
C103315,41,1970-02-21,Mass,US,0,Medium,0.275
C102517,65,1970-02-21,Mass,US,1,Medium,0.207
C104011,65,1970-02-22,Affluent,CA,0,Low,0.21
C103162,46,1970-02-22,Mass,IN,0,Low,0.203
C103605,54,1970-02-22,Mass,IN,1,Medium,0.13
C100838,68,1970-02-22,Affluent,CA,1,High,0.051
C101087,42,1970-02-22,Affluent,IN,1,Medium,0.07
C101728,54,1970-02-22,SME,UK,1,Low,0.072
C105807,21,1970-02-22,Mass,IN,1,Medium,0.189
C101319,31,1970-02-22,Mass,UK,0,Medium,0.135
C101330,29,1970-02-22,Mass,IN,1,Medium,0.105
C104154,38,1970-02-22,Mass,CA,1,Low,0.337
C100856,28,1970-02-22,Affluent,CA,0,Low,0.117
C101419,34,1970-02-22,Mass,IN,1,Low,0.331
C102515,25,1970-02-22,Affluent,US,1,Medium,0.439
C102299,65,1970-02-22,Mass,UK,1,Low,0.154
C103536,24,1970-02-22,Mass,US,1,Low,0.279
C101608,25,1970-02-22,Mass,US,1,High,0.103
C105198,75,1970-02-22,Mass,UK,1,Low,0.222
C100693,39,1970-02-22,Mass,IN,0,Low,0.166
C104140,72,1970-02-22,Affluent,US,0,Low,0.232
C102666,22,1970-02-22,SME,US,0,Low,0.467
C100188,56,1970-02-22,Mass,UK,1,Medium,0.04
C100287,75,1970-02-22,Mass,US,1,Medium,0.151
C103410,43,1970-02-22,Affluent,US,1,High,0.18
C105536,69,1970-02-22,Mass,US,0,Low,0.223
C104205,29,1970-02-23,Mass,US,1,Low,0.157
C103966,23,1970-02-23,Affluent,IN,1,Medium,0.128
C103771,38,1970-02-23,Mass,CA,1,Medium,0.238
C103215,45,1970-02-23,Mass,US,1,Medium,0.21
C102333,70,1970-02-23,Mass,IN,0,Medium,0.195
C105981,52,1970-02-23,Mass,IN,1,Low,0.151
C104094,61,1970-02-23,Mass,AE,0,Low,0.157
C102144,24,1970-02-23,Mass,US,1,Low,0.449
C102980,24,1970-02-23,Mass,US,1,Low,0.201
C100210,51,1970-02-23,Mass,AE,1,Low,0.105
C105607,74,1970-02-23,Affluent,SG,1,Low,0.508
C104996,77,1970-02-23,Mass,IN,0,Low,0.315
C103106,22,1970-02-23,Mass,IN,1,Low,0.069
C100073,43,1970-02-23,Affluent,IN,0,Low,0.194
C105765,70,1970-02-23,Affluent,US,0,Low,0.14
C102828,72,1970-02-23,Affluent,US,1,Low,0.217
C104782,63,1970-02-23,Affluent,US,0,Low,0.167
C105944,56,1970-02-23,Mass,IN,1,Low,0.181
C104246,18,1970-02-23,Mass,IN,0,Low,0.09
C102821,65,1970-02-23,Mass,US,1,Medium,0.046
C103305,68,1970-02-23,Affluent,UK,1,Medium,0.059
C105594,63,1970-02-23,Mass,US,1,High,0.212
C102145,26,1970-02-23,Mass,US,1,Low,0.293
C101231,68,1970-02-23,Mass,US,1,Low,0.207
C105352,21,1970-02-24,Mass,CA,1,Medium,0.19
C103340,21,1970-02-24,Mass,US,1,Low,0.213
C105866,36,1970-02-24,Mass,SG,0,Low,0.142
C104391,47,1970-02-24,Affluent,IN,0,Medium,0.196
C100113,49,1970-02-24,Mass,UK,1,Low,0.343
C105086,48,1970-02-24,Mass,AE,1,Medium,0.167
C104259,56,1970-02-24,Mass,IN,0,Medium,0.115
C105441,50,1970-02-24,Mass,SG,1,Medium,0.311
C103195,18,1970-02-24,Mass,US,0,Low,0.312
C102456,44,1970-02-24,Mass,US,1,Low,0.226
C102948,70,1970-02-24,Mass,US,1,Low,0.061
C101839,32,1970-02-24,Mass,US,1,Medium,0.041
C101962,21,1970-02-24,Affluent,US,0,Low,0.14
C101892,71,1970-02-24,Affluent,SG,1,Low,0.349
C101825,24,1970-02-24,Mass,US,1,Medium,0.172
C104339,47,1970-02-24,SME,US,1,Low,0.391
C104446,21,1970-02-24,Mass,US,1,Low,0.691
C103458,70,1970-02-24,Affluent,US,0,Low,0.006
C103535,39,1970-02-24,Affluent,IN,1,High,0.223
C100252,40,1970-02-24,Affluent,US,1,Low,0.245
C100350,46,1970-02-24,Mass,US,1,Medium,0.313
C102758,31,1970-02-24,Mass,AE,1,High,0.115
C104552,43,1970-02-24,Mass,US,1,Low,0.184
C100457,29,1970-02-24,Mass,AE,1,Low,0.444
C105844,52,1970-02-25,Mass,CA,1,Low,0.349
C100479,77,1970-02-25,Mass,US,1,Low,0.181
C101114,20,1970-02-25,Affluent,US,1,Medium,0.005
C100798,69,1970-02-25,Affluent,UK,1,Medium,0.126
C104221,30,1970-02-25,Mass,UK,1,Low,0.315
C102673,77,1970-02-25,Mass,US,1,Low,0.044
C103095,52,1970-02-25,Mass,IN,1,High,0.239
C100026,59,1970-02-25,Mass,UK,0,Medium,0.308
C103075,32,1970-02-25,Mass,US,1,Low,0.035
C102750,73,1970-02-25,Mass,AE,0,Medium,0.204
C103270,22,1970-02-25,Mass,US,0,Low,0.069
C101747,54,1970-02-25,Mass,US,0,Low,0.371
C101287,44,1970-02-25,SME,US,1,Low,0.068
C101281,20,1970-02-25,Mass,US,0,Low,0.142
C104934,51,1970-02-25,Mass,US,1,Medium,0.066
C102619,31,1970-02-25,Mass,US,0,Low,0.309
C102063,32,1970-02-25,Mass,US,0,Low,0.266
C102191,45,1970-02-25,Mass,US,0,Medium,0.123
C104649,56,1970-02-25,Mass,US,1,Low,0.429
C105154,73,1970-02-25,Mass,UK,0,High,0.448
C104717,50,1970-02-25,Mass,US,0,Low,0.068
C101951,48,1970-02-25,Mass,US,1,Low,0.163
C104578,44,1970-02-25,Mass,US,0,Low,0.03
C102917,41,1970-02-25,Mass,IN,1,Medium,0.157
C104935,43,1970-02-26,Mass,IN,0,Low,0.051
C100607,60,1970-02-26,Affluent,UK,0,Low,0.09
C104093,59,1970-02-26,Affluent,IN,1,Low,0.477
C104803,31,1970-02-26,Mass,IN,1,Low,0.119
C103404,43,1970-02-26,Mass,US,1,Low,0.225
C105856,53,1970-02-26,Mass,US,1,Medium,0.052
C103941,65,1970-02-26,Mass,SG,1,Low,0.212
C104852,41,1970-02-26,Mass,IN,1,Low,0.129
C105893,77,1970-02-26,Mass,US,0,Low,0.079
C104506,76,1970-02-26,Mass,IN,0,Low,0.303
C100203,56,1970-02-26,SME,US,1,Medium,0.14
C100339,45,1970-02-26,Mass,US,0,Low,0.151
C100837,76,1970-02-26,Mass,US,0,Low,0.154
C104359,71,1970-02-26,SME,UK,1,Low,0.172
C100387,69,1970-02-26,Mass,IN,1,Medium,0.172
C104152,33,1970-02-26,Mass,US,1,Low,0.044
C104822,41,1970-02-26,Mass,UK,1,Medium,0.386
C102576,62,1970-02-26,Mass,SG,1,Medium,0.268
C103783,76,1970-02-26,Affluent,UK,0,High,0.175
C103023,68,1970-02-26,Mass,IN,1,High,0.058
C103426,69,1970-02-26,Affluent,SG,1,Low,0.292
C103383,59,1970-02-26,Mass,UK,1,Low,0.226
C104665,31,1970-02-26,Mass,UK,1,Low,0.205
C102233,55,1970-02-26,Mass,IN,1,Low,0.4
C101650,34,1970-02-27,Mass,US,0,Medium,0.303
C103247,64,1970-02-27,Mass,SG,1,High,0.064
C104906,45,1970-02-27,Affluent,US,1,Medium,0.074
C100677,61,1970-02-27,Mass,US,1,Low,0.331
C103861,33,1970-02-27,Mass,US,1,Medium,0.058
C101539,36,1970-02-27,Mass,CA,0,High,0.097
C101916,31,1970-02-27,Mass,CA,0,Low,0.066
C100061,43,1970-02-27,Affluent,US,0,Medium,0.057
C103659,32,1970-02-27,Mass,IN,1,Low,0.037
C104137,58,1970-02-27,Affluent,US,1,Low,0.395
C104357,28,1970-02-27,Mass,CA,0,Low,0.041
C101480,34,1970-02-27,Mass,SG,1,Low,0.083
C100790,63,1970-02-27,SME,US,1,Low,0.119
C101670,26,1970-02-27,Affluent,US,0,Low,0.269
C103208,72,1970-02-27,Mass,US,0,Medium,0.345
C105434,18,1970-02-27,Mass,US,1,Low,0.11
C103116,53,1970-02-27,Mass,US,0,Medium,0.272
C104947,21,1970-02-27,Mass,US,0,Medium,0.078
C104235,40,1970-02-27,Mass,UK,0,Low,0.063
C105341,18,1970-02-27,Mass,US,1,Medium,0.107
C103749,71,1970-02-27,Mass,US,0,Low,0.246
C104399,60,1970-02-27,Mass,US,0,Medium,0.233
C102596,77,1970-02-27,Mass,US,0,Low,0.36
C104004,52,1970-02-27,SME,UK,1,Low,0.008
C102093,76,1970-02-28,Mass,AE,1,Medium,0.238
C100733,62,1970-02-28,Mass,US,1,Low,0.202
C103690,55,1970-02-28,Mass,US,1,Low,0.484
C104549,71,1970-02-28,Mass,US,0,Low,0.255
C103956,18,1970-02-28,Mass,UK,1,Low,0.398
C105089,43,1970-02-28,Mass,IN,0,Medium,0.224
C101840,39,1970-02-28,Mass,IN,0,Low,0.323
C102851,75,1970-02-28,Affluent,US,0,High,0.138
C100527,47,1970-02-28,Mass,AE,1,Low,0.138
C103303,44,1970-02-28,Affluent,CA,0,Low,0.161
C105659,65,1970-02-28,Mass,US,1,Medium,0.135
C102509,48,1970-02-28,SME,CA,0,Medium,0.405
C102228,58,1970-02-28,Affluent,CA,1,High,0.205
C102094,61,1970-02-28,Mass,US,1,Low,0.045
C104335,69,1970-02-28,Mass,US,1,Low,0.099
C100803,44,1970-02-28,Mass,US,1,Low,0.033
C100857,67,1970-02-28,Affluent,AE,1,Low,0.237
C103470,70,1970-02-28,Mass,US,0,Low,0.319
C102418,73,1970-02-28,Affluent,AE,1,Low,0.062
C102754,33,1970-02-28,Affluent,US,0,Low,0.237
C104679,66,1970-02-28,Affluent,US,1,Low,0.045
C101643,28,1970-02-28,Mass,IN,1,Low,0.073
C100219,55,1970-02-28,Mass,IN,0,Medium,0.299
C105174,31,1970-02-28,SME,US,1,Medium,0.414
C101288,65,1970-03-01,Mass,US,1,Low,0.179
C101115,44,1970-03-01,Mass,US,0,Low,0.095
C100582,68,1970-03-01,Affluent,US,1,Medium,0.029
C103161,74,1970-03-01,Mass,US,1,Low,0.258
C100043,41,1970-03-01,Mass,SG,1,Medium,0.609
C105771,20,1970-03-01,SME,US,1,Medium,0.081
C102451,57,1970-03-01,Mass,AE,1,Low,0.121
C105949,28,1970-03-01,Mass,US,1,Low,0.022
C101520,27,1970-03-01,Mass,IN,0,Low,0.174
C103128,36,1970-03-01,Mass,AE,1,Low,0.272
C102131,25,1970-03-01,Mass,IN,0,Low,0.297
C101744,29,1970-03-01,Mass,US,1,Low,0.059
C105789,52,1970-03-01,Mass,CA,1,Medium,0.094
C101224,63,1970-03-01,Mass,UK,0,Medium,0.09
C102799,36,1970-03-01,Mass,SG,1,Low,0.378
C101071,75,1970-03-01,Affluent,US,0,Medium,0.022
C100718,37,1970-03-01,Affluent,US,0,Low,0.135
C104356,57,1970-03-01,Mass,IN,1,Low,0.05
C101961,47,1970-03-01,SME,US,0,High,0.083
C100670,23,1970-03-01,Mass,CA,0,Medium,0.304
C103893,41,1970-03-01,Mass,US,1,Low,0.023
C103102,45,1970-03-01,Affluent,US,0,Low,0.135
C102045,37,1970-03-01,Mass,AE,1,Low,0.595
C104797,33,1970-03-01,Mass,US,1,Medium,0.362
C105953,18,1970-03-02,Mass,SG,1,Low,0.08
C100897,40,1970-03-02,Mass,US,0,Medium,0.214
C101258,20,1970-03-02,Mass,UK,1,Medium,0.024
C102855,35,1970-03-02,Mass,AE,1,Medium,0.226
C100095,56,1970-03-02,Mass,US,1,Low,0.046
C103021,19,1970-03-02,Mass,SG,1,Low,0.147
C103276,18,1970-03-02,SME,US,1,Low,0.124
C100842,57,1970-03-02,Mass,UK,1,Low,0.087
C104034,20,1970-03-02,Mass,UK,1,Low,0.191
C102705,61,1970-03-02,Mass,SG,0,Low,0.032
C104975,69,1970-03-02,SME,US,1,Medium,0.252
C102618,25,1970-03-02,Mass,SG,0,Low,0.167
C103418,46,1970-03-02,Mass,CA,1,Medium,0.307
C104631,46,1970-03-02,Mass,AE,1,Low,0.235
C105151,38,1970-03-02,Mass,UK,0,Low,0.363
C100322,21,1970-03-02,Affluent,UK,1,Low,0.149
C104355,34,1970-03-02,Affluent,US,0,Low,0.07
C102132,74,1970-03-02,Mass,US,1,Medium,0.005
C103727,29,1970-03-02,Mass,US,1,Low,0.461
C100334,52,1970-03-02,Affluent,AE,0,Medium,0.205
C102644,40,1970-03-02,Mass,US,0,Medium,0.106
C100332,64,1970-03-02,Mass,IN,1,Medium,0.491
C100833,43,1970-03-02,Mass,UK,1,Low,0.357
C102534,77,1970-03-02,Mass,US,1,Low,0.435
C102167,29,1970-03-03,Mass,UK,0,High,0.382
C102251,19,1970-03-03,Mass,US,1,Medium,0.534
C101886,21,1970-03-03,Mass,UK,1,Low,0.353
C102166,73,1970-03-03,Mass,US,0,Medium,0.15
C100731,22,1970-03-03,Mass,US,1,Low,0.134
C101695,47,1970-03-03,Affluent,AE,1,Medium,0.093
C100291,36,1970-03-03,Mass,US,1,Low,0.335
C100184,67,1970-03-03,SME,US,1,Low,0.451
C104726,24,1970-03-03,Mass,US,1,Low,0.241
C104763,62,1970-03-03,Mass,UK,0,Low,0.123
C103211,38,1970-03-03,Mass,US,0,Low,0.366
C100533,48,1970-03-03,Mass,IN,1,Low,0.016
C102835,33,1970-03-03,Mass,US,0,Low,0.21
C102715,49,1970-03-03,Mass,US,1,Low,0.517
C103898,61,1970-03-03,Mass,US,1,Low,0.008
C103168,60,1970-03-03,Affluent,IN,0,Low,0.106
C100657,36,1970-03-03,Mass,CA,1,Medium,0.052
C101255,56,1970-03-03,Mass,UK,1,Low,0.254
C102722,48,1970-03-03,Mass,US,1,Medium,0.185
C102732,60,1970-03-03,Mass,US,1,Low,0.015
C102481,51,1970-03-03,Affluent,IN,1,Low,0.107
C105087,33,1970-03-03,Affluent,IN,1,Medium,0.14
C100898,60,1970-03-03,Affluent,US,1,Medium,0.555
C100428,41,1970-03-03,Affluent,IN,0,Low,0.226
C105448,65,1970-03-04,Affluent,US,0,Low,0.418
C101992,40,1970-03-04,Mass,US,1,Medium,0.086
C102004,56,1970-03-04,Affluent,AE,0,Low,0.268
C101436,26,1970-03-04,Affluent,UK,1,Medium,0.188
C105429,69,1970-03-04,Mass,AE,0,High,0.356
C101222,49,1970-03-04,Mass,US,1,Low,0.062
C102887,43,1970-03-04,Mass,US,1,Low,0.025
C102337,57,1970-03-04,SME,US,0,Low,0.226
C103515,57,1970-03-04,Mass,UK,0,Low,0.037
C104519,54,1970-03-04,Mass,SG,1,Low,0.507
C105910,38,1970-03-04,Affluent,US,1,Low,0.369
C104713,42,1970-03-04,Affluent,UK,1,High,0.152
C102847,22,1970-03-04,Mass,IN,1,Low,0.144
C104336,25,1970-03-04,Mass,AE,1,Low,0.319
C103386,70,1970-03-04,Mass,US,1,Low,0.148
C101721,68,1970-03-04,Affluent,UK,0,Low,0.144
C102404,69,1970-03-04,Mass,US,0,Medium,0.077
C101818,25,1970-03-04,Mass,US,1,High,0.131
C105418,40,1970-03-04,Mass,SG,1,Low,0.145
C102676,56,1970-03-04,Mass,UK,0,Low,0.203
C104955,44,1970-03-04,Mass,US,1,Low,0.227
C103612,33,1970-03-04,Affluent,US,1,Medium,0.116
C103728,50,1970-03-04,Mass,UK,1,Low,0.194
C102905,72,1970-03-04,Mass,IN,0,Low,0.215
C101410,46,1970-03-05,Mass,US,1,Medium,0.505
C104342,41,1970-03-05,Affluent,US,0,Low,0.099
C104002,56,1970-03-05,Affluent,US,1,Medium,0.027
C105713,70,1970-03-05,Mass,UK,1,Medium,0.065
C102164,69,1970-03-05,SME,US,0,Low,0.252
C101831,22,1970-03-05,Mass,CA,1,Low,0.332
C101126,22,1970-03-05,Mass,IN,1,Low,0.022
