transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score,is_night_flag,alert_generated,fraud_label,triage_score,priority_tier,investigation_sla_hours,manual_review_outcome
T100922,2025-04-04 19:13:00,C100922,M100922,P2P,424.83,CA,14,0.196,1,1,2,41.1,0.209,0,1,0,40.5,Medium,12,False Positive
T100923,2025-04-28 21:44:00,C100923,M100923,Card Not Present,77.51,BR,13,0.159,1,1,3,820.9,0.721,0,1,0,53.2,Medium,12,False Positive
T100924,2025-02-18 06:57:00,C100924,M100924,Card Not Present,44.06,US,5,0.179,0,1,3,1595.3,0.366,1,1,0,38.1,Review Later,48,False Positive
T100925,2025-04-26 09:54:00,C100925,M100925,P2P,116.12,IN,1,0.071,1,1,4,2118.0,0.286,1,1,0,45.0,Medium,12,False Positive
T100926,2025-02-19 06:20:00,C100926,M100926,Card Present,29.14,NG,0,0.107,0,1,3,1327.6,0.377,1,1,0,32.9,Review Later,48,False Positive
T100927,2025-04-29 17:56:00,C100927,M100927,Card Present,25.99,BR,0,0.443,0,2,3,6367.8,0.461,1,1,0,39.3,Review Later,48,Cleared
T100928,2025-02-16 15:36:00,C100928,M100928,P2P,32.01,GB,1,0.323,0,1,1,2131.0,0.101,1,1,0,30.1,Review Later,48,Cleared
T100929,2025-03-03 02:46:00,C100929,M100929,P2P,947.87,US,12,0.144,1,1,5,18.1,0.203,0,1,0,42.0,Medium,12,Cleared
T100930,2025-02-18 23:28:00,C100930,M100930,Card Present,386.21,SG,17,0.432,0,2,10,10.9,0.19,0,1,0,52.9,Medium,12,Cleared
T100931,2025-04-11 14:32:00,C100931,M100931,P2P,181.11,DE,3,0.161,0,2,4,7003.9,0.148,1,1,0,45.9,Medium,12,False Positive
T100932,2025-03-25 00:08:00,C100932,M100932,Card Not Present,29.17,US,1,0.287,0,2,5,2155.7,0.075,1,1,0,28.1,Review Later,48,False Positive
T100933,2025-02-01 00:26:00,C100933,M100933,Card Present,351.38,AE,10,0.507,1,1,3,923.4,0.313,0,1,1,61.4,Medium,12,Blocked
T100934,2025-02-24 08:20:00,C100934,M100934,Card Not Present,143.01,IN,23,0.32,0,0,5,2.5,0.353,1,1,0,37.0,Review Later,48,Cleared
T100935,2025-04-11 15:33:00,C100935,M100935,Online Banking,23.28,BR,3,0.519,0,0,1,8200.9,0.19,1,1,0,32.8,Review Later,48,Cleared
T100936,2025-01-08 01:28:00,C100936,M100936,Wire,448.8,NG,17,0.386,0,1,5,2295.9,0.175,0,1,0,57.9,Medium,12,False Positive
T100937,2025-02-09 06:05:00,C100937,M100937,Card Present,174.45,GB,17,0.133,0,0,3,2762.9,0.148,0,1,0,45.3,Medium,12,False Positive
T100938,2025-01-07 03:10:00,C100938,M100938,Card Not Present,14.29,IN,5,0.425,0,1,3,3433.4,0.203,1,1,1,28.8,Review Later,48,Blocked
T100939,2025-03-03 00:45:00,C100939,M100939,P2P,123.94,BR,1,0.128,1,0,4,4330.9,0.117,1,1,1,42.3,Medium,12,Escalated
T100940,2025-04-06 03:39:00,C100940,M100940,Online Banking,167.57,DE,5,0.471,1,1,3,2677.8,0.241,1,1,0,52.4,Medium,12,False Positive
T100941,2025-04-16 09:23:00,C100941,M100941,P2P,283.59,IN,23,0.313,0,1,4,1418.1,0.561,1,1,0,62.3,Medium,12,Cleared
T100942,2025-03-17 16:05:00,C100942,M100942,P2P,84.85,IN,13,0.316,0,0,2,3303.5,0.66,0,1,0,55.1,Medium,12,Cleared
T100943,2025-01-17 16:11:00,C100943,M100943,Online Banking,88.25,DE,8,0.13,1,2,5,6036.5,0.247,0,1,1,42.4,Medium,12,Blocked
T100944,2025-01-12 10:59:00,C100944,M100944,Card Present,137.58,GB,6,0.387,1,2,5,2451.6,0.458,0,1,0,55.3,Medium,12,False Positive
T100945,2025-03-27 10:38:00,C100945,M100945,Card Present,8.72,NG,0,0.094,0,2,10,1072.8,0.479,1,1,1,39.4,Review Later,48,Confirmed Fraud
T100946,2025-04-12 12:03:00,C100946,M100946,Card Not Present,13.74,US,20,0.334,0,0,2,6563.8,0.097,0,1,0,24.6,Review Later,48,False Positive
T100947,2025-01-02 21:57:00,C100947,M100947,P2P,57.88,BR,10,0.539,0,0,3,2811.4,0.143,0,1,0,41.3,Medium,12,False Positive
T100948,2025-03-28 11:22:00,C100948,M100948,Wire,24.22,IN,5,0.415,0,0,1,6540.3,0.073,1,1,0,28.6,Review Later,48,False Positive
T100949,2025-02-23 21:05:00,C100949,M100949,P2P,37.25,SG,11,0.333,0,2,9,3006.5,0.147,0,1,0,43.0,Medium,12,False Positive
T100950,2025-02-07 16:31:00,C100950,M100950,P2P,20.55,DE,10,0.472,1,1,6,3874.4,0.612,0,1,0,41.8,Medium,12,Cleared
T100951,2025-02-05 15:56:00,C100951,M100951,P2P,113.44,AE,1,0.069,0,2,5,1074.0,0.137,1,1,1,41.1,Medium,12,Confirmed Fraud
T100952,2025-02-02 00:42:00,C100952,M100952,P2P,401.29,DE,3,0.051,0,1,3,263.8,0.094,1,1,1,50.0,Medium,12,Confirmed Fraud
T100953,2025-04-21 09:33:00,C100953,M100953,Card Present,6.11,NG,23,0.257,1,4,6,5476.8,0.479,1,1,0,31.2,Review Later,48,Cleared
T100954,2025-01-24 01:59:00,C100954,M100954,Card Present,56.01,NG,3,0.181,0,1,5,4265.2,0.366,1,1,0,41.2,Medium,12,False Positive
T100955,2025-03-18 00:40:00,C100955,M100955,Card Not Present,404.04,GB,5,0.341,0,2,4,2997.7,0.188,1,1,0,56.8,Medium,12,False Positive
T100956,2025-03-25 17:31:00,C100956,M100956,Wire,118.16,AE,0,0.314,0,1,5,1598.4,0.074,1,1,1,43.6,Medium,12,Confirmed Fraud
T100957,2025-02-05 15:42:00,C100957,M100957,P2P,33.47,NG,2,0.212,0,4,8,73.3,0.508,1,1,0,39.0,Review Later,48,Cleared
T100958,2025-01-19 17:26:00,C100958,M100958,Wire,178.1,AE,22,0.32,0,3,6,2716.9,0.072,0,1,0,46.3,Medium,12,Cleared
T100959,2025-04-04 14:05:00,C100959,M100959,P2P,50.6,US,0,0.265,1,2,3,44.6,0.054,1,1,0,18.3,Review Later,48,Cleared
T100960,2025-02-02 21:28:00,C100960,M100960,P2P,44.56,CA,9,0.314,0,5,9,26.3,0.508,0,1,0,38.8,Review Later,48,False Positive
T100961,2025-02-20 05:50:00,C100961,M100961,Card Not Present,97.28,SG,5,0.552,0,1,3,2536.9,0.244,1,1,1,49.6,Medium,12,Confirmed Fraud
T100962,2025-03-03 16:45:00,C100962,M100962,P2P,77.99,NG,13,0.285,0,1,5,1590.7,0.012,0,1,0,37.4,Review Later,48,Cleared
T100963,2025-01-12 00:58:00,C100963,M100963,Card Present,80.18,GB,0,0.32,0,4,5,2235.0,0.359,1,1,1,47.0,Medium,12,Confirmed Fraud
T100964,2025-01-05 07:23:00,C100964,M100964,P2P,39.64,US,20,0.287,0,0,2,23.6,0.063,0,1,1,15.9,Review Later,48,Confirmed Fraud
T100965,2025-02-13 02:24:00,C100965,M100965,P2P,45.62,GB,0,0.489,0,1,5,2094.9,0.513,1,1,0,46.9,Medium,12,False Positive
T100966,2025-03-16 21:43:00,C100966,M100966,P2P,208.29,US,1,0.204,1,0,0,9.2,0.721,1,1,0,46.5,Medium,12,Cleared
T100967,2025-04-26 18:48:00,C100967,M100967,Card Present,80.14,AE,6,0.308,1,2,5,1734.4,0.247,0,1,0,44.0,Medium,12,False Positive
T100968,2025-04-08 11:48:00,C100968,M100968,P2P,22.71,BR,3,0.169,0,0,2,589.1,0.168,1,1,0,26.8,Review Later,48,Cleared
T100969,2025-04-24 16:11:00,C100969,M100969,P2P,51.78,SG,4,0.202,1,2,5,3274.9,0.187,1,1,1,35.9,Review Later,48,Blocked
T100970,2025-01-23 04:15:00,C100970,M100970,Wire,580.43,IN,2,0.12,0,5,9,7.7,0.187,1,1,1,50.3,Medium,12,Confirmed Fraud
T100971,2025-01-30 15:17:00,C100971,M100971,Card Present,54.11,DE,0,0.318,1,0,4,2619.7,0.058,1,1,1,35.2,Review Later,48,Blocked
T100972,2025-02-27 21:46:00,C100972,M100972,Card Not Present,49.97,US,22,0.101,0,7,13,20.9,0.721,0,1,0,42.4,Medium,12,Cleared
T100973,2025-03-18 00:29:00,C100973,M100973,Card Not Present,283.25,IN,5,0.732,0,1,4,0.9,0.513,1,1,0,52.4,Medium,12,Cleared
T100974,2025-02-28 04:38:00,C100974,M100974,Card Not Present,279.41,NG,3,0.107,0,0,4,1515.6,0.033,1,1,1,45.9,Medium,12,Escalated
T100975,2025-02-23 11:07:00,C100975,M100975,Card Present,254.8,GB,16,0.256,0,0,4,1918.8,0.355,0,1,0,54.5,Medium,12,False Positive
T100976,2025-03-29 21:08:00,C100976,M100976,P2P,69.46,GB,12,0.43,1,1,4,3016.6,0.377,0,1,1,47.3,Medium,12,Confirmed Fraud
T100977,2025-04-11 08:13:00,C100977,M100977,P2P,18.34,DE,7,0.233,0,4,5,2179.2,0.071,0,1,0,23.9,Review Later,48,False Positive
T100978,2025-04-11 14:53:00,C100978,M100978,Online Banking,7.37,SG,1,0.073,0,4,10,1759.5,0.366,1,1,0,35.9,Review Later,48,Cleared
T100979,2025-02-09 11:57:00,C100979,M100979,Wire,60.56,IN,0,0.144,1,2,2,6940.9,0.121,1,1,1,35.3,Review Later,48,Escalated
T100980,2025-01-02 09:55:00,C100980,M100980,Card Not Present,124.71,IN,19,0.065,1,2,3,2120.4,0.101,0,1,0,40.9,Medium,12,False Positive
T100981,2025-02-18 02:41:00,C100981,M100981,P2P,46.02,DE,1,0.38,0,0,1,9422.7,0.521,1,1,0,45.6,Medium,12,False Positive
T100982,2025-03-30 19:22:00,C100982,M100982,Card Not Present,12.21,SG,11,0.877,1,0,4,3148.9,0.323,0,1,0,38.0,Review Later,48,False Positive
T100983,2025-02-10 14:26:00,C100983,M100983,P2P,34.91,DE,4,0.399,1,2,7,1234.2,0.374,1,1,0,38.9,Review Later,48,False Positive
T100984,2025-01-30 13:06:00,C100984,M100984,P2P,6.05,IN,21,0.056,0,1,6,3857.1,0.079,0,1,0,18.2,Review Later,48,False Positive
T100985,2025-02-15 20:03:00,C100985,M100985,Card Present,262.27,US,19,0.651,0,0,1,9.5,0.302,0,1,0,44.6,Medium,12,False Positive
T100986,2025-01-03 12:31:00,C100986,M100986,Card Present,342.45,SG,2,0.191,0,1,5,281.2,0.359,1,1,0,57.5,Medium,12,Cleared
T100987,2025-04-05 04:23:00,C100987,M100987,Card Present,76.14,IN,0,0.099,0,1,3,1122.3,0.071,1,1,1,35.9,Review Later,48,Confirmed Fraud
T100988,2025-04-28 18:07:00,C100988,M100988,Card Present,103.37,NG,0,0.289,0,0,4,3513.6,0.618,1,1,0,55.5,Medium,12,Cleared
T100989,2025-01-17 11:58:00,C100989,M100989,Card Not Present,446.89,DE,13,0.078,1,1,1,3092.3,0.117,0,1,0,51.8,Medium,12,Cleared
T100990,2025-01-02 11:02:00,C100990,M100990,Card Present,25.04,BR,19,0.439,1,0,4,1620.8,0.427,0,1,1,38.1,Review Later,48,Blocked
T100991,2025-02-05 08:48:00,C100991,M100991,Card Present,8.61,IN,21,0.154,1,1,4,5892.7,0.561,0,1,0,32.3,Review Later,48,Cleared
T100992,2025-03-22 05:34:00,C100992,M100992,Wire,138.05,DE,22,0.504,0,0,3,1942.2,0.201,0,1,0,50.7,Medium,12,False Positive
T100993,2025-01-08 19:39:00,C100993,M100993,Card Present,250.88,GB,11,0.167,0,4,7,228.2,0.578,0,1,1,58.5,Medium,12,Confirmed Fraud
T100994,2025-02-25 10:35:00,C100994,M100994,Card Present,451.59,IN,7,0.065,0,1,4,1241.3,0.229,0,1,0,54.4,Medium,12,Cleared
T100995,2025-03-29 01:14:00,C100995,M100995,P2P,263.28,US,4,0.201,0,0,2,43.2,0.483,1,1,1,42.5,Medium,12,Confirmed Fraud
T100996,2025-03-12 13:27:00,C100996,M100996,P2P,20.13,BR,5,0.183,1,1,4,1427.3,0.213,1,1,1,27.3,Review Later,48,Confirmed Fraud
T100997,2025-02-18 22:23:00,C100997,M100997,Card Not Present,37.93,BR,23,0.534,0,3,10,10657.1,0.247,1,1,1,48.7,Medium,12,Blocked
T100998,2025-03-18 14:06:00,C100998,M100998,Card Not Present,49.19,GB,8,0.573,1,2,4,1360.7,0.583,0,1,0,50.9,Medium,12,False Positive
T100999,2025-01-05 03:08:00,C100999,M100999,Card Not Present,433.43,AE,23,0.276,1,2,4,39.2,0.091,1,1,0,38.9,Review Later,48,Cleared
T101000,2025-01-30 13:12:00,C101000,M101000,P2P,391.78,GB,8,0.28,0,2,8,2328.9,0.308,0,1,0,58.6,Medium,12,False Positive
T101001,2025-01-24 05:16:00,C101001,M101001,Card Not Present,33.73,IN,23,0.193,1,1,5,6708.0,0.397,1,1,1,36.0,Review Later,48,Confirmed Fraud
T101002,2025-02-10 07:46:00,C101002,M101002,Card Not Present,43.33,AE,14,0.678,0,2,2,1642.0,0.203,0,1,0,41.3,Medium,12,False Positive
T101003,2025-02-04 16:03:00,C101003,M101003,P2P,6.79,GB,19,0.51,0,1,7,2934.4,0.313,0,1,0,31.0,Review Later,48,False Positive
T101004,2025-04-21 17:30:00,C101004,M101004,P2P,23.19,BR,23,0.341,0,4,4,286.6,0.075,1,1,0,27.2,Review Later,48,Cleared
T101005,2025-04-26 19:45:00,C101005,M101005,Wire,8.53,BR,4,0.179,1,1,5,848.7,0.474,1,1,0,30.4,Review Later,48,False Positive
T101006,2025-04-29 11:11:00,C101006,M101006,P2P,34.42,BR,5,0.021,1,1,2,550.9,0.302,1,1,1,31.4,Review Later,48,Blocked
T101007,2025-02-13 06:08:00,C101007,M101007,Card Present,250.17,GB,14,0.377,1,1,2,2695.8,0.461,0,1,1,58.7,Medium,12,Confirmed Fraud
T101008,2025-04-03 11:52:00,C101008,M101008,Card Not Present,54.06,GB,3,0.633,0,2,3,1119.0,0.19,1,1,0,43.2,Medium,12,Cleared
T101009,2025-01-24 04:45:00,C101009,M101009,Card Not Present,147.54,IN,6,0.219,1,0,1,2078.3,0.228,0,1,1,47.6,Medium,12,Blocked
T101010,2025-01-23 07:19:00,C101010,M101010,Card Present,14.15,US,4,0.177,0,1,4,3661.5,0.158,1,1,0,23.9,Review Later,48,False Positive
T101011,2025-03-24 17:25:00,C101011,M101011,P2P,32.45,NG,23,0.173,1,0,2,261.0,0.316,1,1,0,33.3,Review Later,48,False Positive
T101012,2025-03-03 23:16:00,C101012,M101012,Card Present,55.56,BR,4,0.24,1,3,3,1144.5,0.291,1,1,1,40.1,Medium,12,Confirmed Fraud
T101013,2025-02-14 09:28:00,C101013,M101013,Online Banking,96.05,IN,18,0.156,0,1,4,1656.2,0.193,0,1,0,42.3,Medium,12,Cleared
T101014,2025-04-08 12:16:00,C101014,M101014,Online Banking,32.6,AE,2,0.121,1,3,4,5258.8,0.302,1,1,0,32.2,Review Later,48,False Positive
T101015,2025-01-19 01:33:00,C101015,M101015,Wire,59.51,GB,9,0.429,0,3,6,1957.0,0.721,0,1,1,54.4,Medium,12,Confirmed Fraud
T101016,2025-01-29 10:55:00,C101016,M101016,P2P,150.08,IN,16,0.353,0,0,2,2611.0,0.625,0,1,0,59.6,Medium,12,Cleared
T101017,2025-02-23 13:20:00,C101017,M101017,P2P,384.06,UK,10,0.402,1,0,1,6.3,0.359,0,1,0,46.6,Medium,12,False Positive
T101018,2025-01-23 16:33:00,C101018,M101018,Online Banking,508.03,AE,23,0.3,0,2,4,15.4,0.188,1,1,0,42.6,Medium,12,Cleared
T101019,2025-01-05 10:56:00,C101019,M101019,Card Not Present,172.34,BR,0,0.459,0,2,4,1979.5,0.721,1,1,0,64.4,Medium,12,False Positive
T101020,2025-01-13 04:12:00,C101020,M101020,P2P,8.31,AE,15,0.183,0,5,9,24.6,0.427,0,1,0,24.2,Review Later,48,False Positive
T101021,2025-04-03 15:24:00,C101021,M101021,Online Banking,66.04,GB,7,0.289,0,0,0,4000.9,0.354,0,1,0,44.2,Medium,12,Cleared
T101022,2025-01-20 14:52:00,C101022,M101022,Online Banking,87.0,NG,5,0.657,1,2,4,9336.0,0.528,1,1,0,57.2,Medium,12,Cleared
T101023,2025-02-07 08:10:00,C101023,M101023,Card Not Present,298.72,US,2,0.109,0,0,1,8.2,0.521,1,1,0,43.9,Medium,12,Cleared
T101024,2025-03-06 20:38:00,C101024,M101024,Card Not Present,8.62,IN,20,0.173,1,2,8,1879.3,0.355,0,1,0,27.4,Review Later,48,False Positive
T101025,2025-02-28 11:29:00,C101025,M101025,Online Banking,39.91,DE,17,0.126,0,0,5,1171.3,0.08,0,1,0,29.0,Review Later,48,False Positive
T101026,2025-03-09 08:45:00,C101026,M101026,Wire,62.54,NG,18,0.312,0,2,5,2113.5,0.111,0,1,0,37.8,Review Later,48,Cleared
T101027,2025-01-19 05:45:00,C101027,M101027,Card Present,270.64,IN,21,0.15,0,1,4,2374.2,0.147,0,1,0,48.9,Medium,12,Cleared
T101028,2025-01-14 11:21:00,C101028,M101028,Card Present,51.05,GB,15,0.195,1,5,8,1466.6,0.354,0,1,0,39.9,Review Later,48,Cleared
T101029,2025-04-27 22:15:00,C101029,M101029,P2P,31.47,US,3,0.327,1,1,6,1377.3,0.072,1,1,0,29.2,Review Later,48,False Positive
T101030,2025-02-28 20:56:00,C101030,M101030,P2P,73.11,SG,18,0.644,0,1,5,5533.3,0.469,0,1,1,53.5,Medium,12,Escalated
T101031,2025-02-06 06:26:00,C101031,M101031,Card Present,33.59,IN,3,0.188,0,0,2,4817.6,0.427,1,1,0,36.7,Review Later,48,False Positive
T101032,2025-01-15 10:10:00,C101032,M101032,Card Not Present,220.8,US,2,0.046,0,4,5,1284.1,0.451,1,1,0,52.7,Medium,12,Cleared
T101033,2025-04-06 20:58:00,C101033,M101033,Wire,138.42,IN,1,0.289,0,0,1,3358.3,0.521,1,1,1,55.5,Medium,12,Confirmed Fraud
T101034,2025-02-20 13:13:00,C101034,M101034,Wire,46.28,US,1,0.176,0,3,4,2128.9,0.163,1,1,1,33.7,Review Later,48,Escalated
T101035,2025-02-24 06:07:00,C101035,M101035,Card Not Present,294.5,AE,4,0.486,0,1,1,2009.6,0.073,1,1,0,53.2,Medium,12,Cleared
T101036,2025-01-10 19:31:00,C101036,M101036,P2P,21.91,NG,10,0.591,1,1,4,1114.4,0.088,0,1,1,31.0,Review Later,48,Confirmed Fraud
T101037,2025-01-22 07:49:00,C101037,M101037,Card Not Present,44.26,BR,1,0.207,0,0,2,3839.2,0.058,1,1,0,30.9,Review Later,48,Cleared
T101038,2025-02-08 17:15:00,C101038,M101038,Wire,277.92,UK,4,0.591,0,4,9,25.2,0.162,1,1,1,51.2,Medium,12,Confirmed Fraud
T101039,2025-02-01 15:04:00,C101039,M101039,Card Present,47.27,DE,2,0.35,0,0,3,2463.9,0.135,1,1,0,35.9,Review Later,48,Cleared
T101040,2025-04-09 11:50:00,C101040,M101040,P2P,9.81,US,1,0.437,1,4,9,14.2,0.117,1,1,0,20.7,Review Later,48,False Positive
T101041,2025-01-25 15:01:00,C101041,M101041,P2P,22.38,IN,19,0.714,1,3,9,11.4,0.398,0,1,0,35.7,Review Later,48,False Positive
T101042,2025-04-28 15:14:00,C101042,M101042,P2P,70.43,US,16,0.681,1,2,2,32.9,0.165,0,1,0,31.0,Review Later,48,False Positive
T101043,2025-01-30 21:30:00,C101043,M101043,Card Present,128.54,DE,8,0.231,1,1,3,1233.3,0.176,0,1,0,45.5,Medium,12,Cleared
T101044,2025-03-15 02:38:00,C101044,M101044,Card Present,11.27,BR,22,0.398,0,2,5,1572.3,0.109,0,1,1,25.2,Review Later,48,Blocked
T101045,2025-02-19 20:39:00,C101045,M101045,Card Not Present,26.6,BR,2,0.208,1,1,5,7094.8,0.39,1,1,0,34.1,Review Later,48,False Positive
T101046,2025-01-10 12:48:00,C101046,M101046,P2P,906.32,NG,20,0.222,0,3,5,1677.5,0.122,0,1,0,56.1,Medium,12,Cleared
T101047,2025-03-30 03:30:00,C101047,M101047,Card Not Present,330.88,GB,13,0.229,0,1,1,2106.5,0.162,0,1,1,52.8,Medium,12,Confirmed Fraud
T101048,2025-03-03 07:59:00,C101048,M101048,P2P,62.19,NG,3,0.418,1,0,2,2627.9,0.461,1,1,0,48.1,Medium,12,False Positive
T101049,2025-04-16 04:59:00,C101049,M101049,P2P,16.67,DE,15,0.593,0,4,8,9744.1,0.269,0,1,0,33.7,Review Later,48,False Positive
T101050,2025-03-06 08:36:00,C101050,M101050,P2P,103.2,AE,8,0.401,1,2,5,2426.4,0.052,0,1,0,43.0,Medium,12,Cleared
T101051,2025-03-14 00:38:00,C101051,M101051,Card Not Present,94.63,SG,5,0.158,0,2,5,5951.8,0.353,1,1,0,46.3,Medium,12,Cleared
T101052,2025-01-02 09:09:00,C101052,M101052,P2P,71.08,SG,0,0.321,0,3,4,6949.1,0.353,1,1,0,45.5,Medium,12,False Positive
T101053,2025-03-04 03:25:00,C101053,M101053,Wire,55.75,NG,21,0.324,0,3,5,1453.8,0.079,0,1,0,36.1,Review Later,48,False Positive
T101054,2025-02-28 16:22:00,C101054,M101054,Card Not Present,17.12,SG,17,0.098,1,1,4,3333.7,0.241,0,1,0,25.7,Review Later,48,False Positive
T101055,2025-02-13 12:42:00,C101055,M101055,P2P,32.96,AE,21,0.268,1,1,3,385.4,0.063,0,1,0,28.6,Review Later,48,False Positive
T101056,2025-03-27 22:19:00,C101056,M101056,Wire,151.29,GB,2,0.234,0,0,3,788.4,0.163,1,1,0,46.3,Medium,12,False Positive
T101057,2025-02-14 07:34:00,C101057,M101057,Wire,94.05,DE,18,0.247,1,0,2,2396.5,0.316,0,1,1,46.6,Medium,12,Confirmed Fraud
T101058,2025-04-29 17:23:00,C101058,M101058,P2P,95.73,IN,11,0.181,1,2,5,4974.3,0.269,0,1,1,44.6,Medium,12,Confirmed Fraud
T101059,2025-03-23 21:38:00,C101059,M101059,Online Banking,21.7,AE,3,0.39,0,1,4,252.4,0.054,1,1,0,27.0,Review Later,48,False Positive
T101060,2025-03-16 13:42:00,C101060,M101060,P2P,146.15,BR,2,0.312,0,0,1,1302.9,0.183,1,1,0,47.8,Medium,12,False Positive
T101061,2025-04-25 05:26:00,C101061,M101061,P2P,110.23,BR,1,0.199,0,1,4,1510.0,0.332,1,1,0,47.6,Medium,12,False Positive
T101062,2025-04-05 05:41:00,C101062,M101062,Card Present,6.13,BR,2,0.093,1,0,1,3721.2,0.183,1,1,0,21.4,Review Later,48,False Positive
T101063,2025-04-13 09:41:00,C101063,M101063,P2P,146.23,SG,1,0.615,0,2,6,3307.0,0.271,1,1,0,54.6,Medium,12,Cleared
T101064,2025-02-27 20:36:00,C101064,M101064,P2P,36.99,US,12,0.058,1,1,1,13.4,0.213,0,1,0,15.4,Review Later,48,False Positive
T101065,2025-01-19 15:59:00,C101065,M101065,Wire,132.78,DE,5,0.42,1,1,3,1859.3,0.686,1,1,1,61.3,Medium,12,Confirmed Fraud
T101066,2025-02-06 12:40:00,C101066,M101066,P2P,636.15,SG,2,0.157,0,0,1,2739.4,0.193,1,1,0,56.3,Medium,12,False Positive
T101067,2025-03-27 08:55:00,C101067,M101067,P2P,18.78,NG,11,0.378,0,3,8,1510.3,0.187,0,1,0,29.1,Review Later,48,False Positive
T101068,2025-01-23 03:55:00,C101068,M101068,Card Present,14.84,IN,10,0.688,0,5,10,5.9,0.136,0,1,0,26.2,Review Later,48,Cleared
T101069,2025-04-18 07:30:00,C101069,M101069,P2P,480.1,AE,1,0.182,0,0,0,71.1,0.08,1,1,0,52.9,Medium,12,False Positive
T101070,2025-03-08 13:47:00,C101070,M101070,Card Present,56.65,BR,1,0.127,0,0,2,1583.6,0.427,1,1,0,42.0,Medium,12,False Positive
T101071,2025-01-03 14:20:00,C101071,M101071,P2P,18.68,BR,7,0.614,0,2,3,4047.7,0.111,0,1,0,30.7,Review Later,48,False Positive
T101072,2025-04-30 10:31:00,C101072,M101072,Card Not Present,41.44,SG,16,0.33,0,1,2,2458.7,0.508,0,1,0,43.1,Medium,12,False Positive
T101073,2025-01-28 23:48:00,C101073,M101073,P2P,364.69,IN,2,0.214,1,0,2,967.4,0.063,1,1,1,51.0,Medium,12,Blocked
T101074,2025-01-03 12:10:00,C101074,M101074,P2P,401.16,SG,1,0.292,1,0,2,360.7,0.413,1,1,0,61.6,Medium,12,False Positive
T101075,2025-01-18 13:41:00,C101075,M101075,P2P,40.65,AE,18,0.101,0,3,4,2434.8,0.427,0,1,0,37.4,Review Later,48,False Positive
T101076,2025-01-19 10:22:00,C101076,M101076,Online Banking,342.0,US,8,0.501,0,4,5,1504.0,0.201,0,1,1,58.2,Medium,12,Confirmed Fraud
T101077,2025-02-22 15:20:00,C101077,M101077,P2P,102.83,GB,17,0.135,1,2,5,2522.1,0.299,0,1,0,45.1,Medium,12,False Positive
T101078,2025-03-29 22:33:00,C101078,M101078,P2P,53.2,BR,4,0.195,0,2,6,1819.3,0.07,1,1,0,33.3,Review Later,48,False Positive
T101079,2025-01-28 13:43:00,C101079,M101079,Wire,17.29,SG,6,0.177,0,1,2,1907.1,0.281,0,1,1,27.9,Review Later,48,Confirmed Fraud
T101080,2025-04-30 20:55:00,C101080,M101080,Card Present,36.2,DE,20,0.694,0,0,3,1174.2,0.176,0,1,0,38.8,Review Later,48,False Positive
T101081,2025-04-14 16:45:00,C101081,M101081,Card Not Present,35.47,SG,23,0.267,1,0,3,7033.4,0.269,1,1,1,34.4,Review Later,48,Blocked
T101082,2025-04-14 23:41:00,C101082,M101082,Wire,126.76,GB,3,0.302,0,1,5,2104.7,0.313,1,1,0,49.8,Medium,12,False Positive
T101083,2025-03-22 11:34:00,C101083,M101083,Card Present,66.98,BR,20,0.142,1,3,4,1329.9,0.604,0,1,1,48.3,Medium,12,Confirmed Fraud
T101084,2025-03-02 07:58:00,C101084,M101084,P2P,260.23,DE,8,0.24,0,3,5,3947.1,0.16,0,1,1,49.8,Medium,12,Confirmed Fraud
T101085,2025-02-13 01:25:00,C101085,M101085,Card Not Present,11.73,US,3,0.688,0,1,2,1077.0,0.282,1,1,0,34.0,Review Later,48,Cleared
T101086,2025-02-23 07:03:00,C101086,M101086,P2P,171.58,DE,8,0.385,1,3,5,2994.6,0.266,0,1,0,51.9,Medium,12,False Positive
T101087,2025-03-12 08:22:00,C101087,M101087,Card Not Present,118.06,SG,23,0.164,1,1,2,2002.5,0.183,1,1,0,44.0,Medium,12,False Positive
T101088,2025-04-21 22:21:00,C101088,M101088,Wire,49.32,NG,17,0.233,0,3,5,3103.6,0.1,0,1,0,33.8,Review Later,48,False Positive
T101089,2025-01-13 01:35:00,C101089,M101089,P2P,37.59,NG,18,0.389,0,3,7,1027.2,0.113,0,1,0,33.1,Review Later,48,Cleared
T101090,2025-04-06 20:23:00,C101090,M101090,P2P,104.53,BR,1,0.048,0,1,5,2943.3,0.072,1,1,1,38.4,Review Later,48,Blocked
T101091,2025-01-20 21:23:00,C101091,M101091,P2P,33.62,SG,8,0.456,0,3,5,1754.6,0.292,0,1,0,37.3,Review Later,48,False Positive
T101092,2025-04-14 17:51:00,C101092,M101092,P2P,284.68,BR,2,0.158,0,1,4,6822.8,0.121,1,1,0,49.0,Medium,12,Cleared
T101093,2025-02-15 00:42:00,C101093,M101093,Card Not Present,346.78,DE,2,0.468,0,0,2,1585.2,0.163,1,1,1,56.8,Medium,12,Escalated
T101094,2025-01-22 09:02:00,C101094,M101094,Online Banking,349.38,SG,19,0.148,0,0,3,1046.5,0.561,0,1,0,62.0,Medium,12,False Positive
