transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score,is_night_flag,alert_generated,fraud_label
T9056106,2025-03-04 23:38:00,C100581,M100581,Card Present,72.99,IN,15,0.161,0,0,5,3.9,0.174,0,0,0
T9036183,2025-04-02 06:04:00,C100582,M100582,Card Not Present,33.28,US,3,0.086,0,0,1,7.5,0.319,1,0,0
T9009366,2025-04-30 15:57:00,C100583,M100583,Online Banking,88.62,CA,20,0.63,0,0,4,19.1,0.479,0,0,0
T9043528,2025-02-26 14:21:00,C100584,M100584,Card Present,64.89,US,20,0.13,0,0,5,55.6,0.097,0,0,0
T9006666,2025-02-22 00:25:00,C100585,M100585,Card Not Present,57.11,UK,3,0.21,1,1,4,0.6,0.304,1,0,0
T9034202,2025-02-18 17:48:00,C100586,M100586,Card Present,27.55,US,20,0.364,0,1,2,11.6,0.45,0,0,0
T9040424,2025-01-16 08:22:00,C100587,M100587,Card Present,71.4,IN,18,0.118,0,2,2,18.9,0.06,0,0,0
T9039800,2025-01-03 23:14:00,C100588,M100588,Card Not Present,42.19,AE,12,0.254,0,5,7,48.2,0.427,0,0,0
T9062093,2025-01-13 00:57:00,C100589,M100589,Online Banking,100.54,SG,21,0.382,0,1,4,32.4,0.269,0,0,0
T9038026,2025-04-02 18:59:00,C100590,M100590,Card Present,16.66,US,5,0.123,0,1,8,1.0,0.398,1,0,0
T9058305,2025-01-09 19:26:00,C100591,M100591,P2P,776.05,IN,0,0.071,1,0,3,13.0,0.121,1,0,0
T9003452,2025-03-08 23:44:00,C100592,M100592,P2P,115.96,IN,9,0.209,0,1,2,11.5,0.355,0,0,0
T9034468,2025-03-03 07:59:00,C100593,M100593,P2P,62.19,NG,3,0.418,1,0,2,2627.9,0.461,1,1,0
T9046034,2025-02-01 14:04:00,C100594,M100594,Card Not Present,13.75,IN,15,0.279,0,0,2,13.8,0.213,0,0,0
T9027951,2025-04-21 14:55:00,C100595,M100595,Card Not Present,909.23,UK,15,0.109,0,3,4,26.7,0.286,0,0,0
T9004293,2025-02-12 18:27:00,C100596,M100596,Card Not Present,102.63,IN,0,0.195,0,3,4,31.7,0.079,1,0,0
T9036391,2025-02-20 15:16:00,C100597,M100597,Online Banking,19.7,US,4,0.487,0,0,1,12.5,0.673,1,0,0
T9026538,2025-02-10 12:15:00,C100598,M100598,Online Banking,131.52,IN,15,0.706,0,1,2,8.6,0.388,0,0,0
T9029988,2025-02-06 03:37:00,C100599,M100599,Online Banking,398.55,US,9,0.177,1,1,4,0.3,0.487,0,1,0
T9060221,2025-02-09 09:49:00,C100600,M100600,Card Present,65.9,IN,14,0.298,0,1,5,2.8,0.319,0,0,0
T9010604,2025-01-31 18:18:00,C100601,M100601,Online Banking,9.58,IN,16,0.542,0,2,8,22.8,0.413,0,0,0
T9025361,2025-04-14 18:05:00,C100602,M100602,Card Not Present,97.35,US,23,0.042,0,2,6,31.4,0.415,1,0,0
T9015476,2025-01-19 21:48:00,C100603,M100603,Card Present,140.37,IN,8,0.367,1,1,1,6.0,0.092,0,0,0
T9037992,2025-01-22 01:59:00,C100604,M100604,Online Banking,53.93,IN,4,0.241,0,1,3,52.3,0.397,1,0,1
T9050972,2025-01-22 23:19:00,C100605,M100605,Wire,91.44,IN,18,0.237,0,1,2,57.2,0.079,0,0,0
T9035976,2025-04-10 08:56:00,C100606,M100606,Online Banking,253.51,US,20,0.024,0,1,2,3.1,0.134,0,0,0
T9028033,2025-03-19 07:55:00,C100607,M100607,Card Not Present,14.85,US,6,0.238,0,1,3,2.3,0.174,0,0,0
T9048488,2025-02-06 11:06:00,C100608,M100608,Online Banking,31.68,US,1,0.094,1,3,10,5716.2,0.264,1,1,0
T9028838,2025-01-11 05:45:00,C100609,M100609,Wire,24.89,US,8,0.306,0,0,2,22.0,0.168,0,0,0
T9022060,2025-03-16 07:11:00,C100610,M100610,P2P,105.09,US,11,0.378,0,1,6,35.9,0.135,0,0,0
T9031810,2025-03-21 18:30:00,C100611,M100611,Online Banking,12.37,US,3,0.092,1,1,3,0.6,0.266,1,0,0
T9031144,2025-03-22 19:25:00,C100612,M100612,Wire,13.25,UK,20,0.441,1,1,2,36.8,0.213,0,0,0
T9034604,2025-03-02 15:25:00,C100613,M100613,P2P,33.64,US,8,0.486,1,1,4,5.3,0.191,0,0,0
T9044556,2025-04-13 17:29:00,C100614,M100614,Online Banking,49.17,NG,6,0.252,0,0,1,38.6,0.176,0,0,0
T9043695,2025-01-29 09:25:00,C100615,M100615,Card Present,257.05,GB,7,0.305,0,2,4,483.0,0.295,0,0,0
T9002436,2025-02-08 00:52:00,C100616,M100616,Card Not Present,38.1,IN,11,0.448,0,1,2,5.9,0.122,0,0,0
T9008658,2025-01-29 10:50:00,C100617,M100617,Card Present,74.83,CA,11,0.309,0,1,1,4.2,0.291,0,0,0
T9039009,2025-04-18 17:55:00,C100618,M100618,Card Not Present,96.53,US,2,0.492,0,0,1,3.9,0.299,1,0,0
T9007683,2025-01-30 01:44:00,C100619,M100619,Online Banking,194.83,US,12,0.292,0,2,8,0.3,0.281,0,0,0
T9052836,2025-04-01 15:00:00,C100620,M100620,Card Not Present,68.24,CA,21,0.101,1,2,2,32.4,0.487,0,0,0
T9049485,2025-01-05 10:21:00,C100621,M100621,Card Present,127.44,US,9,0.129,1,1,3,0.5,0.304,0,0,0
T9001477,2025-01-15 07:12:00,C100622,M100622,P2P,188.53,UK,13,0.204,1,0,2,4.3,0.137,0,0,1
T9004034,2025-04-26 22:23:00,C100623,M100623,Card Present,36.69,US,8,0.155,0,0,1,17.7,0.313,0,0,0
T9059602,2025-02-23 07:24:00,C100624,M100624,Card Present,261.57,UK,14,0.675,0,3,4,3.0,0.218,0,0,0
T9048107,2025-02-03 06:09:00,C100625,M100625,Card Present,167.4,AE,10,0.353,0,1,4,40.3,0.097,0,0,0
T9023348,2025-04-24 13:15:00,C100626,M100626,Online Banking,7.4,SG,3,0.36,0,3,8,32.5,0.067,1,0,0
T9035832,2025-03-03 11:28:00,C100627,M100627,Card Not Present,36.34,SG,13,0.305,1,1,2,313.4,0.094,0,0,0
T9022801,2025-04-29 21:40:00,C100628,M100628,P2P,306.23,IN,10,0.134,0,0,5,16.6,0.609,0,0,0
T9004129,2025-03-01 00:13:00,C100629,M100629,Card Not Present,30.61,UK,14,0.572,0,1,3,18.2,0.583,0,0,0
T9029981,2025-03-15 00:18:00,C100630,M100630,Card Present,92.55,US,4,0.298,0,3,5,58.5,0.508,1,0,0
T9059958,2025-03-05 10:41:00,C100631,M100631,Online Banking,235.28,IN,10,0.599,0,0,2,264.9,0.08,0,0,0
T9054679,2025-01-04 17:11:00,C100632,M100632,Online Banking,19.91,US,23,0.249,0,0,2,22.5,0.269,1,0,0
T9014360,2025-02-15 23:40:00,C100633,M100633,Card Not Present,116.57,SG,18,0.416,1,0,4,17.3,0.136,0,0,0
T9044546,2025-01-20 05:09:00,C100634,M100634,Card Not Present,47.74,AE,15,0.345,0,1,1,27.4,0.299,0,0,0
T9039228,2025-04-03 08:28:00,C100635,M100635,P2P,22.0,UK,12,0.074,0,1,1,30.5,0.201,0,0,0
T9062802,2025-02-27 10:10:00,C100636,M100636,Online Banking,41.18,US,14,0.447,0,1,5,3.4,0.137,0,0,0
T9055067,2025-01-13 00:01:00,C100637,M100637,Card Not Present,60.28,US,4,0.208,0,0,0,1.9,0.561,1,0,0
T9014710,2025-02-04 15:09:00,C100638,M100638,Card Present,19.8,SG,17,0.018,0,1,2,430.5,0.094,0,0,0
T9046561,2025-02-15 10:05:00,C100639,M100639,Online Banking,137.45,SG,9,0.357,0,0,4,15.8,0.111,0,0,0
T9027789,2025-04-13 08:18:00,C100640,M100640,Wire,37.91,CA,12,0.413,0,1,2,28.4,0.521,0,0,0
T9064834,2025-02-13 13:27:00,C100641,M100641,Card Not Present,44.93,US,5,0.253,0,2,4,9.5,0.08,1,0,0
T9013252,2025-03-18 00:07:00,C100642,M100642,Card Not Present,76.03,US,4,0.173,0,2,3,50.7,0.07,1,0,0
T9038393,2025-04-26 03:42:00,C100643,M100643,P2P,40.91,CA,16,0.501,1,1,5,38.4,0.44,0,0,0
T9039862,2025-02-02 18:53:00,C100644,M100644,Online Banking,46.16,US,12,0.188,0,1,4,11.2,0.046,0,0,0
T9032434,2025-02-25 22:58:00,C100645,M100645,Card Present,39.64,UK,0,0.545,0,0,4,26.8,0.187,1,0,0
T9054433,2025-02-25 22:03:00,C100646,M100646,P2P,46.75,US,1,0.513,0,1,3,28.0,0.461,1,0,0
T9011632,2025-02-13 00:13:00,C100647,M100647,P2P,49.93,IN,17,0.26,0,0,3,37.2,0.218,0,0,0
T9008247,2025-04-23 06:43:00,C100648,M100648,P2P,362.03,DE,4,0.084,0,2,7,590.5,0.092,1,1,0
T9061649,2025-03-09 22:13:00,C100649,M100649,Wire,37.26,US,6,0.263,0,1,3,26.8,0.203,0,0,0
T9062744,2025-01-09 09:18:00,C100650,M100650,Card Not Present,12.58,US,7,0.323,0,2,5,85.9,0.302,0,0,0
T9040627,2025-02-20 05:26:00,C100651,M100651,Online Banking,108.99,US,17,0.575,1,1,5,4.4,0.286,0,0,0
T9052697,2025-03-19 01:29:00,C100652,M100652,Online Banking,10.21,CA,21,0.457,0,1,2,24.0,0.12,0,0,0
T9017117,2025-04-12 03:48:00,C100653,M100653,Card Not Present,15.93,UK,17,0.2,0,0,2,23.1,0.625,0,0,0
T9031546,2025-02-16 19:07:00,C100654,M100654,Card Not Present,78.57,IN,3,0.257,0,1,6,2.8,0.637,1,0,0
T9000630,2025-04-13 20:44:00,C100655,M100655,Card Not Present,122.45,US,2,0.405,0,2,6,26.2,0.269,1,0,0
T9063045,2025-04-23 05:50:00,C100656,M100656,Card Not Present,103.74,BR,4,0.596,0,1,2,2818.6,0.191,1,0,0
T9008035,2025-03-19 05:06:00,C100657,M100657,Card Present,189.89,US,23,0.426,1,1,5,1.7,0.247,1,0,0
T9026060,2025-03-08 11:19:00,C100658,M100658,Card Present,76.42,US,14,0.45,0,2,4,9.9,0.19,0,0,0
T9017479,2025-02-23 19:30:00,C100659,M100659,Online Banking,41.98,UK,9,0.073,1,1,3,7.8,0.209,0,0,0
T9053674,2025-04-05 01:33:00,C100660,M100660,Online Banking,112.91,DE,1,0.354,0,1,6,141.8,0.266,1,0,0
T9032611,2025-03-09 09:52:00,C100661,M100661,Card Present,28.49,IN,1,0.377,0,0,2,2.2,0.377,1,0,0
T9015147,2025-01-09 00:01:00,C100662,M100662,P2P,75.83,SG,5,0.303,0,0,3,9223.0,0.319,1,1,0
T9003624,2025-03-13 20:29:00,C100663,M100663,Card Present,42.79,AE,14,0.659,0,0,4,6655.8,0.364,0,0,1
T9042694,2025-01-28 19:25:00,C100664,M100664,Online Banking,260.92,SG,19,0.397,1,1,5,79.2,0.168,0,0,0
T9048111,2025-01-21 23:23:00,C100665,M100665,Card Present,314.77,US,18,0.117,1,0,3,20.1,0.397,0,0,0
T9007499,2025-04-29 08:16:00,C100666,M100666,Online Banking,16.93,US,4,0.276,0,0,1,5.7,0.313,1,0,0
T9063798,2025-03-12 22:10:00,C100667,M100667,Online Banking,89.03,SG,4,0.665,0,1,7,27.6,0.45,1,0,0
T9050413,2025-02-04 07:19:00,C100668,M100668,Card Present,112.31,BR,9,0.372,0,1,3,1747.3,0.012,0,0,0
T9034634,2025-01-16 05:28:00,C100669,M100669,Card Not Present,42.73,US,20,0.399,1,1,4,2.9,0.078,0,0,0
T9023372,2025-04-22 05:33:00,C100670,M100670,Card Not Present,86.74,US,5,0.107,0,2,5,37.6,0.074,1,0,0
T9029285,2025-01-07 06:54:00,C100671,M100671,Card Present,81.75,US,21,0.667,0,2,5,19.1,0.374,0,0,0
T9001696,2025-02-15 22:16:00,C100672,M100672,Card Present,23.28,AE,11,0.223,0,1,4,10.4,0.319,0,0,0
T9011359,2025-01-31 08:13:00,C100673,M100673,P2P,183.9,BR,14,0.312,0,1,1,1264.7,0.07,0,0,0
T9047935,2025-03-02 04:41:00,C100674,M100674,Online Banking,111.53,CA,12,0.232,0,0,5,14.9,0.519,0,0,0
T9040840,2025-04-29 09:11:00,C100675,M100675,Card Present,87.59,US,17,0.139,0,0,1,19.7,0.053,0,0,0
T9035067,2025-02-28 08:24:00,C100676,M100676,Online Banking,294.0,CA,11,0.187,0,0,4,6.0,0.487,0,0,0
T9016675,2025-01-04 21:12:00,C100677,M100677,Card Not Present,26.82,CA,6,0.424,0,1,5,11.3,0.054,0,0,0
T9036822,2025-03-01 21:45:00,C100678,M100678,Card Not Present,57.58,US,14,0.196,1,1,3,8.9,0.092,0,0,0
T9058454,2025-03-07 02:48:00,C100679,M100679,Card Not Present,26.94,CA,4,0.112,1,1,2,19.9,0.519,1,0,1
T9028504,2025-03-19 17:40:00,C100680,M100680,Card Present,182.84,CA,18,0.256,0,1,3,31.2,0.121,0,0,0
T9048595,2025-04-28 02:25:00,C100681,M100681,Online Banking,12.56,UK,22,0.467,0,0,1,3.9,0.177,0,0,0
T9000943,2025-04-08 08:33:00,C100682,M100682,Card Present,220.31,UK,17,0.727,0,2,3,8.8,0.483,0,0,0
T9013852,2025-01-18 08:15:00,C100683,M100683,Online Banking,38.49,IN,4,0.095,0,1,3,37.3,0.561,1,0,0
T9055866,2025-01-20 05:57:00,C100684,M100684,Card Present,26.13,SG,19,0.316,0,0,1,39.2,0.191,0,0,0
T9045986,2025-04-14 23:06:00,C100685,M100685,Card Present,22.68,US,5,0.285,0,2,3,13.9,0.299,1,0,0
T9030260,2025-04-22 16:20:00,C100686,M100686,P2P,107.55,UK,12,0.359,0,0,4,33.2,0.44,0,0,0
T9022430,2025-04-12 16:21:00,C100687,M100687,Online Banking,188.32,US,18,0.096,0,3,4,12.4,0.075,0,0,0
T9044429,2025-01-13 22:05:00,C100688,M100688,Card Present,21.69,US,1,0.19,0,3,5,15.1,0.673,1,0,0
T9061994,2025-03-19 10:29:00,C100689,M100689,Online Banking,38.43,US,19,0.215,0,0,4,12.9,0.143,0,0,0
T9039969,2025-02-02 17:57:00,C100690,M100690,Card Not Present,37.01,US,13,0.302,0,1,4,14.8,0.058,0,0,0
T9043119,2025-02-25 16:09:00,C100691,M100691,Online Banking,90.76,AE,17,0.061,0,0,2,2031.1,0.071,0,1,1
T9041746,2025-03-28 22:21:00,C100692,M100692,Card Present,52.34,IN,11,0.155,1,1,2,3.8,0.377,0,0,0
T9053954,2025-04-09 14:11:00,C100693,M100693,Online Banking,65.38,AE,13,0.128,1,3,7,2.3,0.25,0,0,0
T9054901,2025-01-20 04:52:00,C100694,M100694,P2P,32.47,NG,15,0.61,0,1,3,4518.4,0.269,0,0,0
T9031907,2025-02-03 16:44:00,C100695,M100695,Card Present,8.59,IN,9,0.163,0,0,5,28.4,0.23,0,0,0
T9039508,2025-02-06 22:06:00,C100696,M100696,Card Present,41.62,US,9,0.536,1,2,6,2.9,0.213,0,0,0
T9005488,2025-04-05 18:17:00,C100697,M100697,P2P,153.4,AE,15,0.421,0,1,3,2.3,0.07,0,0,0
T9039170,2025-03-11 04:20:00,C100698,M100698,Online Banking,18.35,IN,18,0.066,0,1,6,41.0,0.475,0,0,0
T9008913,2025-02-02 16:38:00,C100699,M100699,Online Banking,33.91,UK,5,0.153,0,1,5,4.1,0.122,1,0,0
T9018536,2025-01-01 10:08:00,C100700,M100700,Card Not Present,21.79,SG,13,0.217,1,1,5,14.0,0.155,0,0,0
T9019690,2025-01-13 16:20:00,C100701,M100701,Card Present,17.56,US,19,0.325,0,2,5,49.1,0.721,0,0,0
T9061572,2025-02-14 05:02:00,C100702,M100702,P2P,622.52,US,13,0.337,0,1,3,65.2,0.155,0,0,0
T9033391,2025-01-27 01:00:00,C100703,M100703,Online Banking,75.69,IN,1,0.643,0,2,7,40.0,0.528,1,0,0
T9024321,2025-02-27 04:34:00,C100704,M100704,Card Not Present,59.52,IN,23,0.585,0,2,2,6.4,0.02,1,0,0
T9042593,2025-02-25 14:21:00,C100705,M100705,P2P,82.91,UK,23,0.241,0,0,0,10.0,0.174,1,0,0
T9062453,2025-04-27 17:58:00,C100706,M100706,Card Not Present,14.49,IN,16,0.264,1,0,1,5200.4,0.209,0,0,0
T9045779,2025-03-18 18:33:00,C100707,M100707,Card Present,8.58,SG,19,0.43,0,0,1,70.6,0.319,0,0,0
T9051284,2025-03-27 01:27:00,C100708,M100708,Card Not Present,19.17,CA,17,0.153,0,1,1,6.7,0.251,0,0,0
T9023381,2025-01-18 22:07:00,C100709,M100709,P2P,22.31,AE,17,0.299,0,0,1,11.3,0.332,0,0,0
T9031988,2025-03-03 18:36:00,C100710,M100710,Card Not Present,57.9,UK,2,0.486,1,1,4,30.4,0.155,1,0,0
T9037113,2025-03-29 12:17:00,C100711,M100711,Card Not Present,118.34,CA,5,0.361,0,1,3,12.5,0.1,1,0,0
T9042263,2025-02-26 16:45:00,C100712,M100712,Card Present,38.57,IN,10,0.127,0,2,4,660.6,0.067,0,0,0
T9056558,2025-01-30 11:48:00,C100713,M100713,Online Banking,28.85,US,18,0.206,1,1,4,10.3,0.117,0,0,0
T9050277,2025-03-06 11:39:00,C100714,M100714,Card Present,6.35,AE,3,0.301,0,0,2,9.6,0.449,1,0,0
T9010941,2025-03-11 09:27:00,C100715,M100715,Card Present,44.85,SG,18,0.11,0,2,10,1695.2,0.604,0,1,1
T9019848,2025-03-03 14:35:00,C100716,M100716,Online Banking,53.65,AE,21,0.112,0,0,3,38.4,0.378,0,0,0
T9031013,2025-04-13 17:37:00,C100717,M100717,P2P,15.24,UK,18,0.582,1,0,1,1.3,0.282,0,0,0
T9010477,2025-02-11 15:05:00,C100718,M100718,Online Banking,162.8,US,15,0.418,0,0,2,15.6,0.122,0,0,0
T9060184,2025-04-12 10:53:00,C100719,M100719,P2P,58.18,US,18,0.33,0,1,5,6.6,0.365,0,0,0
T9010311,2025-02-06 12:18:00,C100720,M100720,Card Present,67.94,CA,6,0.047,1,0,2,12.3,0.282,0,0,0
T9038962,2025-01-16 14:46:00,C100721,M100721,Card Present,34.49,US,2,0.407,1,1,3,30.3,0.155,1,0,0
T9060203,2025-03-09 12:20:00,C100722,M100722,Card Not Present,185.15,NG,7,0.36,0,3,3,2714.8,0.06,0,0,0
T9025233,2025-04-11 22:01:00,C100723,M100723,Card Not Present,189.72,US,7,0.706,0,3,4,4.8,0.427,0,0,0
T9026396,2025-01-10 20:48:00,C100724,M100724,Card Present,24.9,US,0,0.202,1,1,1,9.9,0.458,1,0,0
T9023687,2025-02-20 11:47:00,C100725,M100725,Online Banking,10.96,IN,9,0.218,1,3,4,562.5,0.251,0,0,0
T9004657,2025-01-13 01:36:00,C100726,M100726,Online Banking,70.3,SG,12,0.254,0,0,2,19.9,0.304,0,0,0
T9020436,2025-03-24 16:41:00,C100727,M100727,Card Present,107.94,UK,1,0.653,1,1,4,14.5,0.012,1,0,0
T9044182,2025-02-27 17:11:00,C100728,M100728,Card Not Present,161.43,IN,22,0.289,0,3,6,8.2,0.071,0,0,0
T9053653,2025-01-19 15:53:00,C100729,M100729,P2P,109.19,US,7,0.31,0,3,6,8.7,0.052,0,0,0
T9064319,2025-04-06 20:40:00,C100730,M100730,P2P,53.18,UK,16,0.134,0,1,1,14.3,0.121,0,0,1
T9034683,2025-03-30 14:32:00,C100731,M100731,Card Present,46.98,IN,2,0.126,0,1,2,20.0,0.251,1,0,0
T9018692,2025-02-06 00:25:00,C100732,M100732,Card Not Present,179.83,GB,20,0.109,0,1,4,2143.0,0.083,0,0,0
T9001003,2025-04-24 11:39:00,C100733,M100733,Card Not Present,28.04,UK,6,0.167,0,0,2,56.7,0.632,0,0,0
T9012848,2025-04-13 00:25:00,C100734,M100734,Card Not Present,25.67,AE,12,0.199,0,0,1,3.8,0.094,0,0,0
T9002530,2025-03-02 23:42:00,C100735,M100735,Online Banking,148.13,US,0,0.23,0,2,4,9.5,0.145,1,0,0
T9045777,2025-01-21 07:10:00,C100736,M100736,Online Banking,620.39,IN,17,0.4,0,0,1,59.4,0.363,0,0,0
T9021339,2025-03-26 10:45:00,C100737,M100737,P2P,86.38,AE,13,0.679,0,4,4,23.5,0.341,0,0,0
T9038896,2025-01-04 10:28:00,C100738,M100738,P2P,118.06,AE,3,0.326,0,0,1,25.9,0.313,1,0,0
T9036416,2025-01-09 00:59:00,C100739,M100739,P2P,284.93,IN,8,0.121,0,1,2,11.9,0.071,0,0,1
T9039166,2025-02-23 16:01:00,C100740,M100740,P2P,19.16,BR,16,0.127,0,1,2,2526.9,0.072,0,0,0
T9034611,2025-03-24 10:18:00,C100741,M100741,Online Banking,111.63,GB,10,0.096,0,0,2,1649.5,0.478,0,0,0
T9049327,2025-02-21 02:59:00,C100742,M100742,Card Present,9.33,US,6,0.563,0,1,5,6.7,0.487,0,0,0
T9038456,2025-04-19 00:24:00,C100743,M100743,P2P,21.78,AE,9,0.242,0,1,5,5.8,0.145,0,0,0
T9009809,2025-02-06 11:19:00,C100744,M100744,Card Present,77.13,IN,12,0.311,0,0,2,25.9,0.483,0,0,0
T9050094,2025-04-05 22:54:00,C100745,M100745,Card Present,19.67,US,2,0.253,0,1,3,77.0,0.308,1,0,0
T9020825,2025-03-28 12:57:00,C100746,M100746,P2P,86.91,IN,13,0.125,0,1,3,14.1,0.398,0,0,0
T9029438,2025-04-11 14:16:00,C100747,M100747,P2P,115.44,US,12,0.376,0,2,4,0.3,0.292,0,0,0
T9012430,2025-02-14 16:57:00,C100748,M100748,Card Not Present,13.31,IN,7,0.339,0,1,3,47.0,0.363,0,0,0
T9002885,2025-01-20 15:26:00,C100749,M100749,Card Not Present,468.82,GB,23,0.085,1,1,2,4057.3,0.673,1,1,0
T9055036,2025-03-18 13:04:00,C100750,M100750,Card Not Present,10.23,US,4,0.461,0,2,5,1.9,0.145,1,0,0
T9030738,2025-01-30 06:01:00,C100751,M100751,P2P,23.29,UK,12,0.104,1,0,1,29.5,0.101,0,0,0
T9023334,2025-04-16 10:41:00,C100752,M100752,Card Present,64.23,SG,9,0.177,0,1,2,1.0,0.376,0,0,0
T9064561,2025-01-17 15:35:00,C100753,M100753,P2P,103.46,CA,7,0.312,0,0,6,13.4,0.134,0,0,0
T9011753,2025-02-18 09:14:00,C100754,M100754,Card Present,475.09,UK,6,0.147,0,2,3,20.1,0.134,0,0,0
T9017943,2025-03-05 18:44:00,C100755,M100755,Card Present,121.7,IN,5,0.145,1,3,5,1.2,0.191,1,0,0
T9013996,2025-01-03 01:57:00,C100756,M100756,Card Not Present,13.79,IN,8,0.814,0,1,5,5.9,0.413,0,0,1
T9059059,2025-02-10 21:22:00,C100757,M100757,Online Banking,98.71,IN,6,0.058,0,0,1,8.4,0.069,0,0,0
T9058460,2025-02-05 03:48:00,C100758,M100758,Online Banking,26.83,UK,23,0.265,0,2,5,17.3,0.213,1,0,0
T9044609,2025-04-10 08:02:00,C100759,M100759,Card Present,32.83,BR,2,0.153,0,2,3,1630.3,0.075,1,0,0
T9010089,2025-04-29 04:27:00,C100760,M100760,Card Not Present,54.96,NG,23,0.395,0,0,2,1123.6,0.451,1,0,0
T9014286,2025-04-22 17:01:00,C100761,M100761,Card Present,66.57,SG,6,0.154,0,2,5,6.8,0.111,0,0,0
T9049971,2025-03-08 09:47:00,C100762,M100762,P2P,25.04,NG,8,0.366,0,0,4,2690.6,0.094,0,0,0
T9034255,2025-03-13 03:30:00,C100763,M100763,Card Present,49.6,US,13,0.062,0,1,4,0.3,0.073,0,0,0
T9012487,2025-02-10 15:32:00,C100764,M100764,Online Banking,42.67,US,6,0.544,0,2,3,1.5,0.323,0,0,0
T9019293,2025-02-23 22:56:00,C100765,M100765,Card Not Present,125.77,UK,1,0.598,0,1,6,9.8,0.475,1,0,0
T9045348,2025-01-22 01:11:00,C100766,M100766,Online Banking,93.02,US,23,0.157,1,4,5,5.2,0.24,1,0,0
T9059713,2025-04-17 04:23:00,C100767,M100767,Card Not Present,135.57,US,14,0.048,0,3,5,36.8,0.478,0,0,0
T9054695,2025-01-05 08:17:00,C100768,M100768,P2P,11.19,US,15,0.116,1,1,6,24.8,0.092,0,0,0
T9009105,2025-01-15 23:05:00,C100769,M100769,P2P,58.98,US,22,0.401,0,2,4,9.3,0.114,0,0,1
T9024864,2025-04-21 07:21:00,C100770,M100770,P2P,33.2,CA,1,0.093,0,3,4,37.4,0.415,1,0,0
T9062278,2025-01-14 15:22:00,C100771,M100771,Card Present,26.92,US,17,0.2,0,1,2,21.6,0.359,0,0,0
T9037815,2025-03-16 07:30:00,C100772,M100772,Wire,18.21,CA,5,0.36,0,3,5,16.7,0.012,1,0,0
T9057074,2025-03-11 01:57:00,C100773,M100773,P2P,34.08,US,20,0.075,0,1,3,44.7,0.355,0,0,0
T9063406,2025-04-13 02:07:00,C100774,M100774,P2P,68.25,CA,14,0.315,0,0,5,27.0,0.058,0,0,0
T9019334,2025-03-29 01:02:00,C100775,M100775,P2P,145.26,AE,9,0.325,0,0,7,8.1,0.092,0,0,0
T9037757,2025-01-16 12:19:00,C100776,M100776,Card Not Present,76.44,US,1,0.322,0,2,6,45.9,0.101,1,0,0
T9052881,2025-03-09 06:19:00,C100777,M100777,Card Present,35.9,US,15,0.546,0,2,3,11.8,0.213,0,0,0
T9006756,2025-02-02 04:00:00,C100778,M100778,P2P,70.7,US,12,0.084,0,1,4,2.8,0.264,0,0,0
T9019452,2025-04-10 00:27:00,C100779,M100779,Card Present,333.84,AE,9,0.608,0,0,4,2.3,0.117,0,0,0
T9051849,2025-02-01 16:05:00,C100780,M100780,Card Present,91.08,US,21,0.21,0,0,5,33.8,0.1,0,0,0
T9034943,2025-03-23 21:55:00,C100781,M100781,Card Not Present,393.66,US,14,0.267,0,0,3,32.0,0.359,0,0,0
T9046095,2025-01-23 16:35:00,C100782,M100782,P2P,14.05,AE,9,0.058,1,1,2,97.7,0.058,0,0,0
T9032495,2025-03-01 14:31:00,C100783,M100783,Card Not Present,21.71,US,7,0.646,0,1,4,33.2,0.06,0,0,0
T9006484,2025-03-13 02:00:00,C100784,M100784,Wire,34.66,US,21,0.085,1,0,2,25.7,0.583,0,0,0
T9044147,2025-02-05 01:43:00,C100785,M100785,Card Present,11.06,US,23,0.1,0,0,2,1111.2,0.097,1,0,0
T9001034,2025-01-10 13:52:00,C100786,M100786,Wire,90.37,SG,19,0.343,0,3,4,14.4,0.609,0,0,0
T9040490,2025-01-28 07:26:00,C100787,M100787,Card Present,320.65,AE,7,0.621,1,1,1,7.2,0.519,0,0,0
T9036562,2025-01-09 11:10:00,C100788,M100788,P2P,102.7,SG,3,0.095,0,0,1,1.2,0.221,1,0,0
T9064132,2025-01-20 02:50:00,C100789,M100789,Card Not Present,211.83,US,3,0.089,0,1,2,1.5,0.295,1,0,0
T9031905,2025-04-23 16:51:00,C100790,M100790,Online Banking,83.34,IN,8,0.394,1,1,5,18.2,0.353,0,0,0
T9059934,2025-03-09 02:30:00,C100791,M100791,Card Present,23.87,US,16,0.342,0,1,4,2.7,0.191,0,0,0
T9043839,2025-03-21 18:54:00,C100792,M100792,Card Not Present,5.69,GB,11,0.311,0,0,2,3655.4,0.135,0,0,0
T9060176,2025-01-24 02:49:00,C100793,M100793,Online Banking,35.4,IN,6,0.326,0,0,4,6.5,0.513,0,0,0
T9064809,2025-04-04 06:08:00,C100794,M100794,P2P,32.38,US,0,0.135,0,5,8,46.0,0.377,1,1,0
T9001901,2025-01-12 13:05:00,C100795,M100795,Wire,125.76,SG,8,0.541,0,2,6,0.3,0.181,0,0,0
T9051687,2025-03-01 03:55:00,C100796,M100796,Card Present,280.83,IN,20,0.588,0,1,4,17.8,0.241,0,0,0
